attempt	suite	status	full_name
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo preserveUpdatedAt does not insert a timestampless conversation for an unknown id
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo setConvoPinned pins a conversation without disturbing its timestamps
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo setConvoPinned unpins a conversation without disturbing its timestamps
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo setConvoPinned does not read the conversation messages
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo setConvoPinned leaves the stored message list alone
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo setConvoPinned returns null for an unknown id rather than inserting one
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo setConvoPinned cannot pin another user’s conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves preserves attached through an approval pause and later saves
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves preserves without_attached through an approval pause and later saves
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves cannot overwrite an explicit move with a stale turn-start snapshot
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves seeds imported decisions without letting repeated imports undo a move
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves preserves a legacy decision
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves records the first decision of a saved chat that holds none
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves keeps the decision it recorded when a later turn resolves another
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations code environment persistence during ordinary saves leaves a chat undecided when a save carries selections without a mode
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations replaceConvoCodeEnvironmentDecision replaces the decision it read without disturbing timestamps
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations replaceConvoCodeEnvironmentDecision replaces a legacy decision stored without a mode
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations replaceConvoCodeEnvironmentDecision replaces a decision that saveConvo persisted
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations replaceConvoCodeEnvironmentDecision leaves a decision that changed after it was read untouched
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations replaceConvoCodeEnvironmentDecision does not treat a reordered selection list as the decision it read
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations replaceConvoCodeEnvironmentDecision cannot move another user’s conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo appendMessageIds appends the provided ids without reading the messages collection
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo appendMessageIds does not duplicate an id that is already recorded
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo appendMessageIds creates the conversation with the appended id when it does not exist yet
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo appendMessageIds ignores a caller-supplied messages field so $set cannot conflict with the append
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations saveConvo appendMessageIds still rebuilds the array from the database when the option is absent
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should save a conversation with expiredAt when isTemporary is true
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling preserves an exact inherited expiration instead of recomputing retention
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should save a conversation without expiredAt when isTemporary is false
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should save a conversation without expiredAt when isTemporary is not provided
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should use custom retention period from config
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should handle minimum retention period (1 hour)
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should handle maximum retention period (8760 hours)
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should handle missing config gracefully
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should use default retention when config is not provided
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should update expiredAt when saving existing temporary conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should preserve temporary retention when saving without isTemporary
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should not set expiredAt when updating non-temporary conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling uses the independent retention period for isTemporary=true
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling uses the independent retention period for isTemporary=false
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling uses the independent retention period for isTemporary=undefined
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling ignores caller-supplied retention fields
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling preserves the stored deadline when chat type true is omitted
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling preserves the stored deadline when chat type false is omitted
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling preserves an explicitly inherited deadline with separate retention periods
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should set expiredAt for non-temporary conversation when retentionMode is ALL
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should mark retained conversation non-temporary when retentionMode is ALL and isTemporary is omitted
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should preserve existing temporary flag when retentionMode is ALL and isTemporary is omitted
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should not set expiredAt when retentionMode is temporary and not isTemporary
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should filter out temporary conversations in getConvosByCursor
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling should filter out temporary conversations in getConvosQueried
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations isTemporary conversation handling hides durable subagent threads from conversation lists and search results
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations searchConversation should find a conversation by conversationId
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations searchConversation should return null if conversation not found
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvo should retrieve a conversation for a user
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvo should return null if conversation not found
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoOwnership resolves only the owning user id, without the preset or message list
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoOwnership returns null for another user or a missing conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoOwnership hides retention-expired conversations before TTL cleanup
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoOwnership includes child-thread identity without materializing conversation content
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoOwnership selects the exact tenant when conversation identifiers collide
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoRetention should retrieve only retention fields for a user conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoTitle should return the conversation title
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoTitle should return null if conversation has no title
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoTitle should return "New Chat" if conversation not found
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoFiles should return conversation files
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoFiles should return empty array if no files
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvoFiles should return empty array if conversation not found
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos retires queued-turn work before each conversation deletion wave
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos preserves background receipts when a pre-delete drain fails
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos finishes descendant bookkeeping and message cleanup when receipt erasure fails
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos fails closed before deleting a conversation when queued-turn retirement fails
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should delete conversations and associated messages
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos cascades parent deletion through owner-scoped child-thread lineage
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos reports a partial cascade failure instead of silently succeeding
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos does not delete a parent when deleting one child thread
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should throw error if no conversations found
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos allows a single-conversation cleanup retry after topology and messages are gone
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos supports an idempotent empty recovery sweep without hiding storage failures
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should decrement tag counts for a deleted bookmarked conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should decrement counts for every tag on the deleted conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should decrement a shared tag once per deleted conversation when clearing all
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should not double-decrement duplicate tag entries within one conversation
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should clamp tag counts at zero and never go negative
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should not touch tags belonging to another user
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos should not decrement tag counts when the delete removed nothing (lost race)
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteConvos still decrements tag counts AND returns the deleted ids when message deletion fails
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos defines an index for the user-scoped ObjectId batch scan
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos archives every unarchived conversation for the user only
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos archives large snapshots in bounded batches
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos recovers destination projects from the sweep marker, not a per-conversation id list
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos recovers a batch-sized destination move from the marker alone
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos replays a failed project refresh without abandoning the rest of the run
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos leaves already-archived conversations untouched
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos skips temporary and retention-expired conversations
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos preserves each conversation updatedAt so the archived view keeps its order
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos stamps archivedAt so the sweep is dated and sorted as archived now
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos leaves the archivedAt of an already-archived chat alone
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos refreshes stats for every project the archived conversations belonged to
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos does not archive a project conversation created after the initial snapshot
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos retries destination-project discovery after a transient distinct failure
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos reconciles the destination project when discovery retries exhaust after a move
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos refreshes the destination project when a captured conversation moves before archiving
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos refreshes project stats for committed batches when a later batch fails
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos reconciles projects when an archive write commits but its result is lost
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos does not let a save in flight restore the project pointer it just cleared
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos repairs the project when the sweep lands while the pointer write is in flight
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations archiveAllConvos returns zero when the user has no conversations
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations deleteNullOrEmptyConversations should delete conversations with null, empty, or missing conversationIds
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations Error Handling should handle database errors in saveConvo
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should flag conversations that have an active shared link
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should skip the shared lookup when shared links are disabled
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should page through titles that share a timestamp
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should page past conversations that have no title
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should not skip conversations at page boundaries
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should include conversation at exact page boundary (item 26 bug fix)
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should sort by updatedAt DESC by default
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should handle conversations with same updatedAt (tie-breaker)
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should handle cursor pagination with conversations updated during pagination
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should correctly decode and use cursor for pagination
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should support sortBy createdAt when explicitly requested
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should handle empty result set gracefully
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pagination should handle exactly limit number of conversations (no next page)
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor archivedAt sorting accepts archivedAt as a sort field
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor archivedAt sorting pages across stamped and unstamped chats without repeating or dropping any
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor archivedAt sorting orders unstamped chats last when sorting newest first
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor archivedAt sorting pages across stamped and unstamped chats when sorting oldest first
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor archivedAt sorting orders the legacy group by the createdAt it displays, not last activity
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor archivedAt sorting still rejects a sort field that is not allowed
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pinned filter returns only pinned conversations when pinned is requested
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pinned filter returns a pin that falls outside the first page of the unfiltered list
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pinned filter excludes archived pins and other users’ pins
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor pinned filter leaves the list unfiltered when pinned is not requested
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor page size bounds bounds a negative page size
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor page size bounds bounds a zero page size
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor page size bounds bounds a oversized page size
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor page size bounds caps an oversized page size at the ceiling and still pages the remainder
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor page size bounds serves a page size inside the range unchanged
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases reserves child lineage once without overwriting a concurrent winner
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases reads a child only through its exact parent and tenant with the private lease
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases lists bounded child metadata while collapsing private event bindings to actor identity
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases hides retention-expired children before TTL cleanup
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases keeps an older child with a live lease inside the bounded parent index
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases resolves an event binding only through its owner, tenant, and API key
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases serializes owned suspension ownership through claim, re-pause, and resumed commit
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases serializes legacy suspension ownership through claim, re-pause, and resumed commit
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases closes a resumed suspension when the actor-head commit is stale
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases commits event actor heads with full checkpoint CAS and two-checkpoint retention
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases persists complete warm-continuation state with the actor head
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases retains exact legacy settled receipts until delivery-ledger migration
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases confirms action admission only on the exact pending lifecycle
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases does not confirm a stale marker after a checkpoint-distinct successor wins
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases clears an exact reconciled invocation without retaining a conversation receipt
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases does not prune legacy settled receipts during new invocation admission
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases expires dormant legacy settled receipts independently of matching delivery replay
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases sends a pure inclusion projection for the candidate read
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases retains an expired legacy receipt while its delivery handling is nonterminal
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases pages raw conversations before filtering and advances past protected receipts
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases clears a compensated headless lifecycle without creating a partial actor head
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases clears an exact settled legacy receipt after delivery-ledger migration
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases does not compensate an action that has not passed invocation admission
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases versions every legacy invalidation so a stale prepared fork cannot commit past it
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases serializes legacy-turn and fork-lifecycle acquisition before either can execute
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases uses a DocumentDB-compatible classic update for legacy fence open
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases does not let a legacy settled journal cap block a healthy actor
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases admits one cross-replica owner and fences renewal and release by token
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations subagent thread leases allows takeover only after the prior lease expires
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations tenantId stripping saveConvo should not write caller-supplied tenantId to the document
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations tenantId stripping bulkSaveConvos should not overwrite tenantId via update payload
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations tenantId stripping bulkSaveConvos refreshes stats for cloned project conversations
01-data-schemas	packages/data-schemas/src/methods/conversation.spec.ts	passed	Conversation Operations getConvosByCursor search should include conversations matched only by message content
